Wavelength (nm),Bright1 (W/m^2/Âµm/sr),Bright2 (W/m^2/Âµm/sr),Dark1 (W/m^2/Âµm/sr)
916.0865,87.96719,73.11945,3.336949
916.1704,91.12254,76.26839,3.485378
916.2543,90.87376,76.44988,3.538087
916.3383,92.97253,78.35675,3.666616
916.4223,94.57381,79.70672,3.746122
916.5063,93.62353,79.01272,3.707876
916.5903,94.6046,79.9678,3.749178
916.6743,97.33897,82.33844,3.894312
916.7584,100.6246,85.10861,4.061909
916.8424,101.6123,85.85216,4.095793
916.9264,95.45022,80.5634,3.841118
917.0105,86.67066,73.09384,3.502956
917.0946,84.77414,71.35903,3.416185
917.1788,88.96719,74.72474,3.53642
917.2629,91.47298,76.72369,3.599728
917.347,89.75204,75.23681,3.495383
917.4312,83.87798,70.17967,3.244362
917.5154,73.26041,60.89383,2.858457
917.5996,60.76545,50.22089,2.363409
917.6838,52.93306,43.79007,2.016926
917.768,55.47915,45.72338,2.110528
917.8522,63.83639,52.42171,2.421889
917.9365,71.28183,58.67589,2.673756
918.0207,78.9284,65.20261,2.961898
918.105,87.03362,72.4085,3.314245
918.1893,94.60361,79.33079,3.678221
918.2736,98.70674,83.07394,3.944263
918.358,98.38976,82.86342,4.028703
918.4423,97.05972,81.6971,3.976933
918.5267,93.04809,78.26871,3.753503
918.611,83.95341,70.71517,3.360185
918.6954,78.43909,66.1496,3.144066
918.7799,84.23757,70.79721,3.353981
918.8643,91.27702,76.45281,3.61783
918.9487,92.79433,77.7077,3.694594
919.0332,95.49301,80.12814,3.810257
919.1176,99.36204,83.51256,3.967335
919.2021,98.93885,83.13477,3.966878
919.2866,94.70255,79.34592,3.857354
919.3711,89.55186,74.74049,3.690985
919.4557,83.35334,69.37891,3.38844
919.5402,79.24828,65.6053,3.127341
919.6248,78.06228,64.08279,2.971182
919.7094,70.24571,57.44903,2.603978
919.794,59.48882,48.72906,2.18571
919.8786,59.95007,48.8624,2.202503
919.9632,68.67068,55.58157,2.509753
920.0478,75.15271,60.91762,2.719086
920.1325,76.85469,62.56781,2.800678
920.2172,77.05648,62.92577,2.890886
920.3019,77.86893,63.70286,2.994233
920.3866,78.21008,63.94873,2.998819
920.4713,76.71319,62.50209,2.857277
920.556,72.13496,58.25049,2.600034
920.6408,64.75577,51.35627,2.241241
920.7255,55.6774,42.80236,1.768824
920.8103,45.807,33.47065,1.254387
920.8951,35.74161,24.27334,0.7914379
920.9799,24.00869,14.79977,0.4074286
921.0647,11.94306,6.482485,0.1563509
921.1496,4.604042,1.989537,0.0591828
921.2344,3.335312,0.9641756,0.04380153
921.3193,4.633527,1.410288,0.04829026
921.4042,5.756091,2.067682,0.05733695
921.4891,6.939923,3.23047,0.0747544
921.5741,9.23446,5.363649,0.1057993
921.659,12.40755,7.70499,0.1543712
921.7439,15.29528,9.629831,0.2231184
921.8289,17.3216,11.23995,0.2989664
921.9139,18.64013,12.69551,0.3734684
921.9989,22.33573,15.88017,0.5065416
922.0839,29.89233,21.62147,0.7449329
922.169,37.34262,27.20305,1.019774
922.254,42.64808,31.22197,1.226084
922.339,44.55534,32.62682,1.254204
922.4241,40.80293,29.53498,1.053939
922.5093,32.1342,22.65162,0.7343938
922.5943,23.117,15.70202,0.4659692
922.6795,18.38336,12.03715,0.3302156
922.7646,17.72907,11.36832,0.3096497
922.8498,18.31568,11.70859,0.3366327
922.9349,18.31941,11.82711,0.3576743
923.0201,17.82768,11.69474,0.3699041
923.1053,17.62215,11.769,0.3866833
923.1905,17.8794,12.14497,0.4084028
923.2758,18.95283,13.10654,0.440759
923.3611,20.22836,14.22268,0.4732513
923.4463,21.34686,15.16437,0.5002726
923.5316,22.24597,15.88472,0.5247153
923.6169,23.39616,16.82104,0.5626931
923.7022,24.6403,17.81691,0.6050882
923.7875,24.49264,17.77836,0.6082271
923.8729,25.07174,18.21861,0.6258547
923.9582,24.55183,17.78684,0.6126679
924.0436,22.99911,16.46646,0.5674108
924.129,22.27606,15.68026,0.5405475
924.2144,22.62666,15.8297,0.5353817
924.2998,25.19747,17.63638,0.5844867
924.3853,25.29482,17.6796,0.584501
924.4707,24.69166,17.20951,0.5718869
924.5562,24.54917,17.07954,0.5674748
924.6417,23.29186,16.20947,0.5320519
924.7272,24.20484,16.82484,0.5497119
924.8127,24.01398,16.79026,0.5445371
924.8983,24.03821,16.92236,0.5458924
924.9838,26.46056,18.51226,0.6077319
925.0694,26.39177,18.43931,0.6161066
925.155,26.62867,18.57116,0.6292892
925.2406,26.95965,18.65539,0.6294639
925.3262,25.38806,17.55043,0.5785567
925.4118,26.66945,18.34092,0.6028159
925.4975,27.34299,18.75389,0.6209393
925.5831,26.2375,18.22589,0.6058338
925.6688,27.96786,19.53514,0.6626949
925.7545,27.90944,19.44871,0.6721343
925.8402,26.61069,18.59583,0.6535363
925.9259,29.91908,20.99936,0.7537322
926.0117,31.55965,22.32126,0.8078151
926.0975,29.53414,21.11122,0.7770243
926.1832,31.09381,22.26709,0.8506258
926.269,32.01663,22.85603,0.8932686
926.3548,30.38181,21.75019,0.8497034
926.4406,32.69793,23.47964,0.9161671
926.5264,34.23442,24.56761,0.9748183
926.6123,33.55313,24.14163,0.9626372
926.6981,36.39075,26.1507,1.02666
926.784,37.10802,26.53568,1.040774
926.87,33.9714,24.31165,0.9537368
926.9559,34.68149,24.80525,0.957625
927.0418,36.93313,26.1628,0.9993512
927.1278,34.84447,24.47496,0.9307604
927.2137,33.45651,23.48438,0.8929678
927.2997,37.17142,26.13453,0.9859449
927.3857,38.82382,27.25275,1.01821
927.4717,35.03201,24.43867,0.9160433
927.5578,32.85484,22.69967,0.8366269
927.6438,32.64214,22.25658,0.7779822
927.7298,29.5141,19.72643,0.6485921
927.8159,26.63994,17.30561,0.537856
927.902,26.6867,16.82143,0.5040773
927.9881,26.23795,16.33348,0.4806858
928.0742,24.69625,15.47346,0.4550858
928.1604,24.13576,15.18125,0.4492317
928.2466,24.28818,15.1771,0.4494923
928.3327,24.70818,15.31978,0.4572791
928.4189,26.03795,16.17976,0.4955663
928.5051,28.20249,17.66298,0.5446382
928.5913,28.14535,17.56008,0.5208099
928.6776,24.0796,14.83928,0.4131128
928.7638,21.00109,12.84078,0.3419559
928.8501,21.98391,13.39593,0.3596499
928.9364,24.23171,14.73961,0.4058804
929.0227,25.13604,15.23303,0.422093
929.109,23.93994,14.45674,0.3940228
929.1953,22.71242,13.82026,0.3755274
929.2817,22.96723,14.17282,0.3936978
929.368,24.29413,15.05515,0.420421
929.4544,25.22733,15.45375,0.4211089
929.5408,24.13165,14.48685,0.3750605
929.6272,21.68526,12.83112,0.3109404
929.7137,18.56694,10.93588,0.2514492
929.8001,18.29451,10.67174,0.2386754
929.8866,21.38963,12.37123,0.2736475
929.973,21.51767,12.57166,0.272326
930.0596,20.20476,11.87755,0.252075
930.146,21.11349,12.17081,0.2594602
930.2326,18.89211,10.72319,0.2287802
930.3191,13.86158,7.794566,0.1599775
930.4057,13.9513,7.805038,0.1450327
930.4922,17.58048,9.674793,0.1746584
930.5788,17.29473,9.220567,0.1723652
930.6654,15.70028,8.193539,0.1574382
930.752,17.91637,9.310863,0.1829493
930.8387,19.82437,10.10797,0.1987364
930.9254,16.97557,8.145932,0.1533707
931.012,10.4639,4.539537,0.08935611
931.0987,4.446173,1.657671,0.05493161
931.1854,2.308601,0.4947421,0.04752178
931.2721,3.205853,0.4676279,0.04846325
931.3589,4.735209,0.9320816,0.05110528
931.4456,6.046427,1.685802,0.05585645
931.5324,7.238498,2.540899,0.06259614
931.6192,7.819548,3.022485,0.06693695
931.706,7.048491,2.758052,0.06392601
931.7928,5.05757,1.929589,0.05601748
931.8796,3.523808,1.24887,0.05108873
931.9664,4.576766,1.57217,0.05439565
932.0533,7.153359,2.667364,0.06354591
932.1402,9.329505,3.905173,0.07619824
932.2271,11.7426,5.320598,0.09734151
932.314,14.46692,6.885325,0.1282729
932.4009,15.55605,7.746725,0.1468893
932.4879,13.65375,7.117917,0.1323407
932.5749,11.04882,5.936808,0.1072249
932.6618,9.340803,5.013748,0.0920103
932.7488,8.09583,4.558149,0.08471218
932.8358,9.144343,5.229624,0.0975546
932.9228,11.51094,6.338289,0.1214349
933.0099,12.37842,7.030846,0.1368668
933.0969,13.80696,8.211967,0.1656509
933.184,16.4448,9.856082,0.2090481
933.2711,17.19776,10.46548,0.2272398
933.3583,15.69837,9.515146,0.2046278
933.4453,13.52252,7.694906,0.161664
933.5325,10.14879,5.629845,0.1150665
933.6196,6.473363,3.859957,0.07655386
933.7068,5.745556,3.000551,0.06602682
933.794,7.365167,3.072379,0.07623645
933.8812,8.702293,3.530121,0.08583854
933.9684,9.565399,4.108256,0.09360281
934.0557,9.413159,4.333208,0.09498213
934.1429,8.059896,3.889637,0.08603974
934.2302,8.295166,3.794915,0.08524055
934.3175,9.730559,3.962302,0.09062164
934.4048,8.663229,3.281538,0.08149581
934.4921,5.301951,1.953338,0.0641539
934.5794,3.196842,0.9971936,0.05515876
934.6668,3.23353,0.7208881,0.05486106
934.7541,4.05147,1.043449,0.05803917
934.8416,6.38757,2.30405,0.07274657
934.929,10.16807,4.297419,0.1030241
935.0163,14.22177,6.879303,0.1463216
935.1038,17.46221,9.332903,0.1904143
935.1913,17.69496,10.03209,0.2089572
935.2787,17.27127,10.08728,0.2183785
935.3662,17.73922,10.22944,0.224608
935.4537,15.46821,8.622939,0.1917263
935.5412,10.77177,5.774976,0.1344425
935.6288,7.021539,3.610408,0.09265787
935.7163,7.908489,3.875801,0.09040374
935.8038,12.28259,5.934205,0.1151487
935.8914,12.39395,5.825931,0.114872
935.979,7.7881,3.386589,0.08551647
936.0666,5.345275,2.074367,0.06923838
936.1543,7.255944,2.942307,0.08151224
936.2419,11.17788,5.025659,0.1156716
936.3296,14.28802,6.97025,0.1558442
936.4173,15.60704,8.234739,0.1890313
936.505,16.77368,9.504459,0.2240981
936.5927,17.66189,10.31012,0.2489094
936.6804,15.95329,9.376245,0.2309168
936.7682,13.39567,7.896347,0.1983209
936.8559,12.92178,7.583503,0.1954336
936.9437,14.12633,8.238154,0.2152315
937.0315,15.63553,8.974377,0.2343038
937.1193,14.54233,8.190828,0.216146
937.2071,11.68073,6.476713,0.1757516
937.295,9.804403,5.363794,0.1491529
937.3828,9.061969,4.926245,0.137678
937.4707,11.95605,6.75946,0.1859759
937.5586,18.26946,11.23705,0.3100875
937.6465,24.48742,16.13045,0.4482808
937.7344,27.17303,18.1748,0.5246924
937.8224,25.18129,16.47524,0.5070128
937.9103,20.06253,13.01819,0.402196
937.9983,15.42249,10.23439,0.28865
938.0863,15.80675,10.27549,0.2711799
938.1743,17.36221,10.80098,0.2930114
938.2623,14.44625,8.830424,0.252454
938.3504,11.34992,6.975705,0.2059291
938.4384,13.98276,8.662112,0.268716
938.5265,19.72434,12.43702,0.4229722
938.6146,24.53008,16.1112,0.5695972
938.7027,27.22626,18.49527,0.6547498
938.7909,25.32735,17.41649,0.6265733
938.879,20.58797,14.43263,0.507683
938.9671,20.6932,14.85174,0.4844939
939.0553,27.12507,19.43223,0.6363342
939.1435,33.32903,23.87147,0.8315902
939.2317,36.36541,26.27698,0.9739843
939.3199,36.50174,26.56805,1.027626
939.4082,34.4351,25.03015,0.985965
939.4965,33.35233,24.10917,0.9329076
939.5847,33.77035,24.34498,0.924795
939.673,33.36125,24.01962,0.9202248
939.7613,33.08141,23.82217,0.9188059
939.8496,33.65216,24.28196,0.9449914
939.9379,34.9122,25.26555,1.003178
940.0263,35.48714,25.78035,1.033306
940.1147,32.87299,24.04155,0.9681302
940.2031,31.0603,22.84155,0.939564
940.2915,32.52499,23.90143,1.008593
940.3799,33.3235,24.48854,1.046433
940.4684,32.56823,23.94087,1.034409
940.5568,31.70659,23.28057,1.00663
940.6453,31.63126,23.18696,0.9886603
940.7338,32.3916,23.67517,1.006517
940.8223,32.56716,23.82074,1.017607
940.9108,33.07805,24.25846,1.042189
940.9993,34.57242,25.30879,1.096125
941.0879,33.75878,24.68541,1.059585
941.1765,28.84099,21.21206,0.8808494
941.265,24.06017,17.89564,0.7159666
941.3537,25.76058,19.1234,0.771512
941.4423,31.3716,23.05314,0.9855151
941.5309,32.8202,24.14094,1.094141
941.6196,31.60473,23.46345,1.090133
941.7083,33.06614,24.67307,1.141952
941.797,35.00027,26.09225,1.203038
941.8857,33.32431,24.94465,1.137215
941.9744,29.76126,22.543,1.003121
942.0631,30.43502,22.92867,1.023354
942.1519,34.9725,25.87069,1.199331
942.2407,36.50221,26.80857,1.26846
942.3295,32.66049,24.1022,1.10786
942.4182,28.3859,21.12833,0.9004937
942.5071,29.9494,22.06847,0.8983476
942.5959,34.03272,24.58339,0.9907386
942.6848,33.68562,23.90392,0.9321785
942.7736,28.24994,19.54968,0.7172289
942.8625,19.18772,13.04433,0.4383084
942.9514,10.74943,7.388258,0.2249746
943.0404,7.907163,5.285113,0.1576334
943.1293,10.71497,6.593762,0.2000908
943.2182,14.544,8.737329,0.2700315
943.3072,17.31465,10.83555,0.3443311
943.3962,22.73598,15.10648,0.5076537
943.4853,29.59859,20.34045,0.7463763
943.5742,33.6903,23.54607,0.9322329
943.6633,34.94508,24.66121,1.008668
943.7523,34.48508,24.44276,0.9883025
943.8415,31.40205,22.00975,0.8553722
943.9305,23.20134,15.91217,0.5862902
944.0196,14.77296,9.799863,0.3314559
944.1088,13.27934,8.075621,0.2526322
944.1979,13.19645,7.22216,0.2289763
944.2871,8.618553,4.178569,0.148024
944.3762,5.495261,2.270258,0.09408676
944.4655,6.750053,2.686491,0.09906685
944.5546,8.377899,3.528373,0.11796
944.6439,10.92121,5.339758,0.1579078
944.7331,15.18327,8.491114,0.2355803
944.8224,18.74365,11.51219,0.3337246
944.9117,22.87621,14.9705,0.475614
945.0009,28.23677,19.19161,0.66807
945.0902,30.84551,21.45621,0.810946
945.1796,29.51996,20.87155,0.8367037
945.2689,28.75242,20.59956,0.8438286
945.3583,30.73768,21.98694,0.9017138
945.4477,31.85278,22.40506,0.8962837
945.5371,28.08014,19.3048,0.7310095
945.6265,20.27423,13.56328,0.4827073
945.7159,14.13111,8.989267,0.3048307
945.8054,10.89008,6.427616,0.217908
945.8948,10.50644,5.894043,0.1965552
945.9843,15.89449,9.188804,0.2717943
946.0738,21.33869,12.77884,0.3524913
946.1633,18.92792,11.39647,0.3179216
946.2528,12.29482,7.297502,0.2177988
946.3424,9.664343,5.832092,0.1769905
946.4319,13.95587,8.648796,0.2442755
946.5215,21.63032,13.62708,0.391838
946.6111,26.05984,16.67604,0.5287879
946.7008,25.09711,16.3779,0.565051
946.7904,23.35106,15.61296,0.5714229
946.88,24.39074,16.54558,0.6425865
946.9697,24.93376,17.18139,0.6766651
947.0594,22.25259,15.64859,0.6007677
947.1491,19.90683,14.14236,0.5307278
947.2388,22.05419,15.58287,0.5843235
947.3285,27.26525,18.98585,0.7353493
947.4183,30.89904,21.35969,0.8543615
947.508,30.74014,21.20951,0.8386809
947.5979,25.28157,17.33454,0.6542652
947.6876,17.60917,11.98048,0.4247017
947.7775,15.68925,10.55799,0.3595668
947.8673,19.25476,12.70732,0.4378041
947.9572,23.36816,15.12243,0.527174
948.047,25.63078,16.3978,0.5687293
948.1369,23.39044,14.77587,0.4996786
948.2268,16.94797,10.48109,0.3399179
948.3168,10.47963,6.364758,0.2062379
948.4067,8.499041,5.085734,0.1732984
948.4966,13.00631,7.794685,0.2532783
948.5866,20.7316,12.74772,0.4140978
948.6766,26.27537,16.92131,0.5809377
948.7666,28.14521,19.16072,0.6971919
948.8567,27.40072,19.37221,0.7363797
948.9467,26.94068,19.34347,0.753114
949.0367,30.30587,21.84388,0.85857
949.1268,35.10302,25.30943,1.001736
949.2169,37.11025,26.7575,1.06311
949.307,36.85603,26.4964,1.034156
949.3971,34.33431,24.35893,0.9166636
949.4873,27.28345,18.67769,0.6840753
949.5775,16.47452,10.55702,0.3841148
949.6676,9.611171,5.586532,0.2010642
949.7578,12.07122,6.834995,0.2279518
949.848,16.83277,9.69935,0.316513
949.9382,16.83645,9.942223,0.3258737
950.0285,16.08711,9.634646,0.3145334
950.1188,17.20098,10.06705,0.3310003
950.209,14.75773,8.238278,0.2832711
950.2993,9.02603,4.631537,0.1817393
950.3897,7.569771,3.812754,0.1558472
950.48,13.41736,7.644581,0.2569958
950.5703,22.90297,14.48106,0.4306486
950.6607,30.19962,20.49123,0.608674
950.7511,32.34859,22.77299,0.7709807
950.8415,33.05977,23.67573,0.9315939
950.9319,34.5276,24.8901,1.042593
951.0223,34.82579,25.25514,1.079382
951.1128,35.82702,26.1632,1.155578
951.2033,37.3005,27.3612,1.256276
951.2938,36.48665,26.88018,1.26398
951.3842,35.25612,26.03067,1.2328
951.4748,34.78142,25.63996,1.204439
951.5653,32.69457,24.01469,1.091845
951.6559,29.44424,21.37911,0.9266548
951.7465,27.18497,19.26992,0.7915547
951.8371,22.73158,15.81092,0.6092443
951.9277,16.38115,11.3268,0.4017029
952.0183,14.96222,9.991054,0.3438988
952.1089,16.76217,10.67788,0.3852771
952.1996,17.22763,10.70573,0.3857404
952.2902,16.98318,10.22684,0.3561819
952.381,13.77023,7.957512,0.2792586
952.4717,9.641573,5.270976,0.1920175
952.5624,11.85671,6.430646,0.2243575
952.6531,17.29124,9.924301,0.3336133
952.7439,20.28483,12.40371,0.4214249
952.8347,23.73295,15.42941,0.5470771
952.9255,26.56718,18.08151,0.6819181
953.0163,23.85741,16.74986,0.6677298
953.1071,20.24662,14.49203,0.5907387
953.198,23.18227,16.53412,0.6834027
953.2889,29.29196,20.76384,0.889661
953.3798,32.03583,22.93328,1.028442
953.4706,33.04336,24.00734,1.137294
953.5615,34.44561,25.16422,1.250815
953.6525,33.9936,24.79547,1.247852
953.7435,29.06441,21.21197,1.028645
953.8344,23.50063,17.30389,0.7787529
953.9254,25.0133,18.3388,0.8018959
954.0164,29.49766,21.4164,0.9550032
954.1074,30.96702,22.42306,1.01242
954.1985,30.7958,22.16908,0.999235
954.2896,28.08028,20.15622,0.8815892
954.3806,25.2676,17.92539,0.730095
954.4717,23.53391,16.07073,0.6099606
954.5628,16.89697,11.1521,0.4099198
954.6539,9.406913,6.091689,0.228606
954.7451,9.783169,6.115729,0.232073
954.8362,15.20044,9.473915,0.3381744
954.9274,20.90836,13.44893,0.4521321
955.0186,24.71238,16.45074,0.5553592
955.1098,26.05867,17.84518,0.6419784
955.2011,26.65007,18.43541,0.6958799
955.2923,25.8517,17.64672,0.6721399
955.3836,24.23372,16.14561,0.6046903
955.4749,21.05675,13.7058,0.4986439
955.5662,15.23582,9.578422,0.3474365
955.6575,13.15845,7.992009,0.2881162
955.7489,16.94548,10.42968,0.3562256
955.8402,19.20797,12.00114,0.4060268
955.9315,17.21118,10.89517,0.3787728
956.0229,16.6645,10.78995,0.3880282
956.1144,21.6771,14.38682,0.5322872
956.2058,30.03745,20.66362,0.7453252
956.2972,35.96728,25.55901,0.8961707
956.3887,34.95078,25.12236,0.9081398
956.4801,28.85603,20.58642,0.7878208
956.5716,22.46949,15.67403,0.6178326
956.6631,17.1287,11.43842,0.4458897
956.7547,13.15403,8.076908,0.3018306
956.8462,10.54226,5.845223,0.2177457
956.9378,10.38223,5.485853,0.2027264
957.0294,13.50816,7.349218,0.2505031
957.121,16.64398,9.56555,0.3136378
957.2126,19.20241,11.70556,0.3864182
957.3042,21.84515,14.05226,0.4944879
957.3959,25.54145,17.4095,0.67197
957.4875,31.89215,22.81343,0.9332671
957.5793,38.63837,28.59066,1.225793
957.6709,42.90943,32.41021,1.479906
957.7627,43.73971,33.33143,1.632189
957.8544,42.69419,32.61289,1.664104
957.9462,41.95088,31.98781,1.622353
958.0379,40.88842,30.94346,1.510275
958.1297,35.84098,26.86067,1.239009
958.2216,26.58961,19.77145,0.8668224
958.3133,19.01648,14.09682,0.5979195
958.4052,18.22059,13.32108,0.5554055
958.497,24.2384,17.24281,0.7278106
958.589,31.33139,22.22394,0.9477791
958.6809,34.3577,24.6434,1.062224
958.7728,33.19359,23.96902,1.036903
958.8647,29.28746,21.00467,0.8966738
958.9567,24.44678,16.84577,0.7088107
959.0486,18.66156,12.04572,0.5006828
959.1406,13.12855,7.904398,0.3221183
959.2326,11.33414,6.385237,0.2588311
959.3247,12.09395,6.728559,0.2752937
959.4167,13.94264,8.220651,0.3220186
959.5087,17.85882,11.14762,0.4226898
959.6008,21.33889,13.76697,0.5263387
959.6929,23.10411,15.50481,0.5952002
959.785,26.5483,18.45873,0.7242168
959.8771,30.5542,21.69668,0.8822544
959.9693,30.72114,22.28932,0.927479
960.0614,29.77387,22.0766,0.9537149
960.1536,32.67003,24.40862,1.117987
960.2458,36.27744,27.06425,1.283078
960.3381,36.40718,27.19915,1.319771
960.4303,37.44585,28.16782,1.391133
960.5225,40.10008,30.43802,1.502547
960.6148,37.81723,28.89979,1.416152
960.7071,31.73999,24.31983,1.167634
960.7994,29.25503,22.25786,1.040972
960.8917,30.87276,23.03214,1.067659
960.9841,30.03186,22.03909,1.015129
961.0764,26.95851,19.57223,0.8871379
961.1688,25.05373,17.98649,0.8032404
961.2612,24.26118,17.27276,0.7621769
961.3536,27.35805,19.35226,0.8431059
961.446,32.39054,22.83084,0.998029
961.5384,32.84956,23.04404,1.005701
961.6309,26.65076,18.39533,0.7824458
961.7234,18.02822,12.04214,0.5004407
961.8159,15.11627,9.613238,0.4035655
961.9084,19.2503,12.18117,0.4933599
962.001,22.70397,14.8485,0.5629423
962.0935,23.88013,16.04867,0.6013838
962.1861,27.08987,18.59223,0.7445509
962.2787,29.05604,20.56256,0.8792173
962.3713,27.14985,19.64897,0.8845103
962.4639,24.76306,18.02268,0.8340705
962.5565,24.68555,17.93491,0.8274041
962.6492,26.29166,19.09159,0.8700389
962.7419,26.56867,19.54583,0.8853611
962.8346,26.90023,20.09019,0.9353659
962.9273,30.98425,23.36693,1.120063
963.02,36.79587,28.2095,1.34429
963.1128,40.68792,31.74464,1.519597
963.2056,43.59404,34.32467,1.706418
963.2983,47.23867,37.33368,1.915202
963.3911,50.65766,40.05874,2.083103
963.4839,51.64307,40.79091,2.132405
963.5768,49.75555,39.27091,1.999252
963.6697,44.37872,34.70498,1.683928
963.7625,34.26273,26.20504,1.234187
963.8554,24.6453,18.32659,0.8501489
963.9483,22.20534,16.26335,0.7263274
964.0412,25.12838,18.29264,0.8005366
964.1342,26.6016,18.95491,0.8534214
964.2272,22.67427,15.72046,0.7231997
964.3202,19.21643,13.13789,0.6045014
964.4132,23.52415,16.22686,0.7752135
964.5061,30.88946,21.78839,1.064762
964.5992,34.45601,24.7687,1.188173
964.6922,32.18674,23.47243,1.100067
964.7853,27.23266,20.40232,0.9695857
964.8784,28.05346,21.52329,1.061553
964.9715,35.81946,27.64568,1.372001
965.0646,42.07925,32.70716,1.626011
965.1578,43.08303,33.72963,1.714467
965.251,42.91409,33.68596,1.751082
965.3441,41.56101,32.6193,1.723448
965.4374,38.10128,29.96494,1.606923
965.5306,37.12243,29.19552,1.569062
965.6238,38.80538,30.37067,1.614039
965.717,39.37059,30.71756,1.617425
965.8103,38.35709,29.93155,1.600968
965.9036,38.74497,30.38542,1.640719
965.9969,42.33263,33.41007,1.792297
966.0903,45.80491,36.30547,1.998506
966.1836,47.17181,37.58085,2.140689
966.2769,46.40614,37.11042,2.140022
966.3703,42.07121,33.6659,1.933934
966.4637,36.36594,29.09385,1.629468
966.5571,34.36682,27.37384,1.486256
966.6505,36.07424,28.41322,1.522608
966.744,37.23278,28.72578,1.511288
966.8375,33.98612,25.4704,1.297038
966.931,27.48223,20.14032,0.9995312
967.0244,27.30315,20.13921,0.9720702
967.118,34.15802,25.53984,1.219706
967.2115,37.40737,28.22454,1.367704
967.3051,38.43066,29.59866,1.469337
967.3986,46.09506,36.63934,1.907895
967.4923,58.01692,47.35962,2.547298
967.5859,67.07087,55.76059,2.985416
967.6795,71.60767,60.21085,3.188671
967.7731,72.48158,61.23257,3.268935
967.8668,71.76611,60.57051,3.283256
967.9605,70.90049,59.59622,3.263659
968.0542,68.49644,57.22287,3.154889
968.1479,60.75496,50.34219,2.789312
968.2417,47.23185,38.80633,2.150131
968.3354,37.49453,30.52281,1.679172
968.4292,39.60212,31.96248,1.760574
968.523,49.38591,39.95741,2.19158
968.6168,58.2273,47.509,2.5843
968.7107,61.90018,50.87981,2.77225
968.8045,61.12333,50.59486,2.76624
968.8984,59.07619,49.01109,2.695148
968.9922,56.98374,47.06717,2.610425
969.0862,53.32787,43.97958,2.454883
969.18,51.30693,42.25501,2.377311
969.274,52.45197,42.88002,2.405482
969.368,51.52217,41.96371,2.307388
969.462,49.29004,40.12691,2.171772
969.5559,49.13386,39.69657,2.145167
969.65,46.00327,36.74283,1.961369
969.744,40.57322,32.01942,1.689765
969.838,42.24186,33.18892,1.787934
969.9321,48.50468,38.45231,2.106712
970.0262,51.26054,41.11475,2.257183
970.1203,53.00611,42.95367,2.372092
970.2144,56.86802,46.73183,2.619792
970.3085,59.02658,49.34917,2.795162
970.4027,61.25507,51.78028,2.941106
970.4969,68.17107,57.79229,3.289201
970.5911,74.98949,63.68526,3.640183
970.6853,76.53703,65.13063,3.762758
970.7795,75.18618,64.06745,3.745264
970.8738,74.68929,63.61232,3.731176
970.9681,74.12635,62.98748,3.686789
971.0624,70.31612,59.66335,3.501678
971.1567,66.61945,56.51149,3.322171
971.251,67.38833,57.00849,3.304046
971.3453,67.83042,57.12366,3.269504
971.4397,64.15383,53.91166,3.080698
971.5341,60.82671,51.07274,2.925125
971.6284,60.48187,50.69713,2.917741
971.7228,58.33426,49.04916,2.816978
971.8173,56.39184,47.67141,2.733198
971.9117,61.2779,51.76551,2.976857
972.0062,69.25027,58.43204,3.307913
972.1007,74.09611,62.53751,3.467218
972.1952,73.79677,62.28052,3.473486
972.2897,70.72047,59.68559,3.400453
972.3843,67.48814,56.84066,3.238837
972.4789,60.9708,51.13205,2.849269
972.5734,52.75849,44.03311,2.401277
972.6681,50.66038,42.10202,2.30806
972.7626,54.44178,45.10195,2.525266
972.8573,57.05762,47.06036,2.65513
972.9519,55.4584,45.65216,2.557178
973.0466,53.40629,44.24154,2.45944
973.1413,55.04737,45.88929,2.558177
973.236,58.43397,48.80645,2.740052
973.3307,61.43501,51.51617,2.905419
973.4255,65.50116,55.13558,3.112063
973.5203,67.89349,57.19834,3.251748
973.6151,64.48062,54.37456,3.130126
973.7098,57.39974,48.49477,2.807695
973.8047,51.49814,43.45698,2.495358
973.8995,47.19645,39.70244,2.242156
973.9944,46.09498,38.67353,2.160657
974.0892,51.81941,43.28592,2.406817
974.1841,60.39396,50.42041,2.793374
974.279,65.89185,55.19864,3.062773
974.3739,67.2218,56.57705,3.164466
974.4689,63.49777,53.73575,3.043734
974.5639,55.74038,47.37074,2.726068
974.6588,52.41352,44.48707,2.59383
974.7539,57.26935,48.33656,2.830338
974.8489,63.37707,53.34738,3.112098
974.9439,65.37151,54.97472,3.210003
975.039,62.19298,52.30246,3.079673
975.1341,55.74895,47.09855,2.780068
975.2292,53.89796,45.65261,2.684633
975.3243,59.22199,49.80864,2.896073
975.4194,61.85584,51.64014,2.948845
975.5146,56.98583,47.54602,2.681654
975.6098,51.8886,43.56032,2.459604
975.705,52.14588,43.8331,2.498055
975.8002,54.04865,45.14139,2.572261
975.8954,52.13044,43.43325,2.446437
975.9907,48.27554,40.43172,2.260304
976.0859,49.56411,41.56271,2.327223
976.1811,56.13747,46.77038,2.625828
976.2765,59.67732,49.55041,2.780058
976.3718,56.37813,46.9237,2.629431
976.4671,49.99908,41.86734,2.357519
976.5625,46.37188,38.96431,2.21385
976.6579,47.4556,39.77281,2.27011
976.7533,50.28749,42.07106,2.409747
976.8487,55.57526,46.48603,2.677197
976.9441,63.49097,53.21407,3.079979
